lat,lon,CSF_selected,Cost_selected
34.5,-9.5,,inf
34.5,-8.5,,inf
34.5,-7.5,,inf
34.5,-6.5,BAUpN,-51834095666.666664
34.5,-5.5,BAUpN,-19845495666.666668
34.5,-4.5,BAUpRESIDUAL,-79971628000.0
34.5,-3.5,BAUpRESIDUAL,-14033523000.0
34.5,-2.5,BAUpRESIDUAL,-16863294000.0
34.5,-1.5,BAUpN,-18791264000.0
34.5,-0.5,FM5pDIACUT,-15034673333.333334
34.5,0.5,FM5pDIACUT,-4202061900.0
34.5,1.5,BAUpRESIDUAL,-1732596666.6666667
34.5,2.5,BAUpRESIDUAL,-1983399433.3333333
34.5,3.5,BAUppRESIDUAL,-1778811700.0
34.5,4.5,BAUpN,-83524850.0
34.5,5.5,FM5pRESIDUAL,-146034746.66666666
34.5,6.5,FM5pN,-312190173.3333333
34.5,7.5,BAU,0.0
34.5,8.5,BAU,0.0
34.5,9.5,FM5pRESIDUAL,-115508386.66666667
34.5,10.5,,inf
34.5,11.5,,inf
34.5,12.5,,inf
34.5,13.5,,inf
34.5,14.5,,inf
34.5,15.5,,inf
34.5,16.5,,inf
34.5,17.5,,inf
34.5,18.5,,inf
34.5,19.5,,inf
34.5,20.5,,inf
34.5,21.5,,inf
34.5,22.5,,inf
34.5,23.5,,inf
34.5,24.5,,inf
34.5,25.5,,inf
34.5,26.5,,inf
34.5,27.5,,inf
34.5,28.5,,inf
34.5,29.5,,inf
34.5,30.5,,inf
34.5,31.5,,inf
34.5,32.5,,inf
35.5,-9.5,,inf
35.5,-8.5,,inf
35.5,-7.5,,inf
35.5,-6.5,,inf
35.5,-5.5,FM5pDIACUT,-160592490000.0
35.5,-4.5,,inf
35.5,-3.5,,inf
35.5,-2.5,,inf
35.5,-1.5,,inf
35.5,-0.5,BAUpRESIDUAL,-25702615666.666668
35.5,0.5,BAUppRESIDUAL,-10439053433.333334
35.5,1.5,BAUpRESIDUAL,-29193901333.333332
35.5,2.5,BAUpN,-8120651666.666667
35.5,3.5,BAUpN,-1960371433.3333333
35.5,4.5,BAUpRESIDUAL,-2510095866.6666665
35.5,5.5,BAUppRESIDUAL,-8038257166.666667
35.5,6.5,BAUpRESIDUAL,-35743223666.666664
35.5,7.5,FM5nDIACUT,-5534649000.0
35.5,8.5,BAUpN,-22343220000.0
35.5,9.5,BAUpTHININT,-4369996533.333333
35.5,10.5,FM5pN,-374070406.6666667
35.5,11.5,,inf
35.5,12.5,,inf
35.5,13.5,,inf
35.5,14.5,,inf
35.5,15.5,,inf
35.5,16.5,,inf
35.5,17.5,,inf
35.5,18.5,,inf
35.5,19.5,,inf
35.5,20.5,,inf
35.5,21.5,,inf
35.5,22.5,,inf
35.5,23.5,,inf
35.5,24.5,,inf
35.5,25.5,,inf
35.5,26.5,,inf
35.5,27.5,,inf
35.5,28.5,,inf
35.5,29.5,,inf
35.5,30.5,,inf
35.5,31.5,,inf
35.5,32.5,,inf
36.5,-9.5,,inf
36.5,-8.5,,inf
36.5,-7.5,,inf
36.5,-6.5,,inf
36.5,-5.5,BAUpDIACUT,-59275208666.666664
36.5,-4.5,,inf
36.5,-3.5,,inf
36.5,-2.5,,inf
36.5,-1.5,,inf
36.5,-0.5,,inf
36.5,0.5,,inf
36.5,1.5,BAUpTHININT,-86654020000.0
36.5,2.5,BAUpRESIDUAL,-90863615333.33333
36.5,3.5,BAUpN,-103403053333.33333
36.5,4.5,FM5pDIACUT,-187721080000.0
36.5,5.5,FM5pRESIDUAL,-86725863333.33333
36.5,6.5,BAUppRESIDUAL,-66119408333.333336
36.5,7.5,BAUpRESIDUAL,-70962580000.0
36.5,8.5,FM5pN,-101212636666.66667
36.5,9.5,BAUpN,-16312192666.666666
36.5,10.5,BAUpN,-20012584666.666668
36.5,11.5,,inf
36.5,12.5,,inf
36.5,13.5,,inf
36.5,14.5,,inf
36.5,15.5,,inf
36.5,16.5,,inf
36.5,17.5,,inf
36.5,18.5,,inf
36.5,19.5,,inf
36.5,20.5,,inf
36.5,21.5,,inf
36.5,22.5,,inf
36.5,23.5,,inf
36.5,24.5,,inf
36.5,25.5,,inf
36.5,26.5,,inf
36.5,27.5,,inf
36.5,28.5,,inf
36.5,29.5,FM5pDIACUT,-197035543333.33334
36.5,30.5,,inf
36.5,31.5,,inf
36.5,32.5,FM5pDIACUT,-168127816666.66666
37.5,-9.5,,inf
37.5,-8.5,BAUppRESIDUAL,-125576290000.0
37.5,-7.5,BAUpDIACUT,-136306493333.33333
37.5,-6.5,BAUpRESIDUAL,-47206816333.333336
37.5,-5.5,BAUnTHININT,-27309535000.0
37.5,-4.5,BAUpDIACUT,-154874823333.33334
37.5,-3.5,FM5pDIACUT,-168029270000.0
37.5,-2.5,FM5pDIACUT,-94743980333.33333
37.5,-1.5,BAUpRESIDUAL,-31883462000.0
37.5,-0.5,,inf
37.5,0.5,,inf
37.5,1.5,,inf
37.5,2.5,,inf
37.5,3.5,,inf
37.5,4.5,,inf
37.5,5.5,,inf
37.5,6.5,,inf
37.5,7.5,,inf
37.5,8.5,,inf
37.5,9.5,,inf
37.5,10.5,,inf
37.5,11.5,,inf
37.5,12.5,,inf
37.5,13.5,FM5pDIACUT,-59906821333.333336
37.5,14.5,BAUpDIACUT,-59420512666.666664
37.5,15.5,,inf
37.5,16.5,,inf
37.5,17.5,,inf
37.5,18.5,,inf
37.5,19.5,,inf
37.5,20.5,,inf
37.5,21.5,BAUpDIACUT,-137821840000.0
37.5,22.5,FM5pDIACUT,-251199850000.0
37.5,23.5,,inf
37.5,24.5,,inf
37.5,25.5,,inf
37.5,26.5,,inf
37.5,27.5,FM5pDIACUT,-174783410000.0
37.5,28.5,FM5pDIACUT,-201835736666.66666
37.5,29.5,FM5pDIACUT,-94837208333.33333
37.5,30.5,FM5pDIACUT,-132859148333.33333
37.5,31.5,FM5pDIACUT,-121697826666.66667
37.5,32.5,BAUppRESIDUAL,-34669046666.666664
38.5,-9.5,,inf
38.5,-8.5,BAUpDIACUT,-122055690000.0
38.5,-7.5,BAUpN,-78203092333.33333
38.5,-6.5,BAUpN,-81903043333.33333
38.5,-5.5,BAUpRESIDUAL,-60296307666.666664
38.5,-4.5,BAUpDIACUT,-125400266666.66667
38.5,-3.5,FM5pDIACUT,-124738145000.0
38.5,-2.5,FM5pDIACUT,-182770516666.66666
38.5,-1.5,FM5pDIACUT,-38452929000.0
38.5,-0.5,FM5pDIACUT,-81572856666.66667
38.5,0.5,,inf
38.5,1.5,,inf
38.5,2.5,,inf
38.5,3.5,,inf
38.5,4.5,,inf
38.5,5.5,,inf
38.5,6.5,,inf
38.5,7.5,,inf
38.5,8.5,,inf
38.5,9.5,,inf
38.5,10.5,,inf
38.5,11.5,,inf
38.5,12.5,,inf
38.5,13.5,,inf
38.5,14.5,,inf
38.5,15.5,,inf
38.5,16.5,,inf
38.5,17.5,,inf
38.5,18.5,,inf
38.5,19.5,,inf
38.5,20.5,,inf
38.5,21.5,FM5pDIACUT,-219804023333.33334
38.5,22.5,FM5pDIACUT,-231819980000.0
38.5,23.5,FM5pDIACUT,-136829788000.0
38.5,24.5,,inf
38.5,25.5,,inf
38.5,26.5,,inf
38.5,27.5,FM5pDIACUT,-174575600000.0
38.5,28.5,BAUpRESIDUAL,-92094696333.33333
38.5,29.5,FM5pDIACUT,-70029866333.33333
38.5,30.5,BAUpDIACUT,-31223191666.666668
38.5,31.5,FM5pDIACUT,-29306573000.0
38.5,32.5,BAUpRESIDUAL,-3318714666.6666665
39.5,-9.5,,inf
39.5,-8.5,BAUpDIACUT,-209493780000.0
39.5,-7.5,BAUpRESIDUAL,-135352563333.33333
39.5,-6.5,BAUpDIACUT,-86963596666.66667
39.5,-5.5,BAUpDIACUT,-105043800000.0
39.5,-4.5,FM5pDIACUT,-153806626666.66666
39.5,-3.5,FM5pDIACUT,-72703530000.0
39.5,-2.5,FM5pDIACUT,-55583821000.0
39.5,-1.5,FM5pDIACUT,-158677516666.66666
39.5,-0.5,FM5pDIACUT,-209054796666.66666
39.5,0.5,,inf
39.5,1.5,,inf
39.5,2.5,,inf
39.5,3.5,,inf
39.5,4.5,,inf
39.5,5.5,,inf
39.5,6.5,,inf
39.5,7.5,,inf
39.5,8.5,FM5pDIACUT,-111229383333.33333
39.5,9.5,FM5pDIACUT,-148366446666.66666
39.5,10.5,,inf
39.5,11.5,,inf
39.5,12.5,,inf
39.5,13.5,,inf
39.5,14.5,,inf
39.5,15.5,,inf
39.5,16.5,BAUpRESIDUAL,-304584413333.3333
39.5,17.5,,inf
39.5,18.5,,inf
39.5,19.5,,inf
39.5,20.5,FM5pDIACUT,-211656530000.0
39.5,21.5,FM5pRESIDUAL,-207979456666.66666
39.5,22.5,FM5pDIACUT,-108738258333.33333
39.5,23.5,,inf
39.5,24.5,,inf
39.5,25.5,,inf
39.5,26.5,FM5pRESIDUAL,-220460653333.33334
39.5,27.5,FM5pDIACUT,-150371846666.66666
39.5,28.5,FM5pRESIDUAL,-166033503333.33334
39.5,29.5,BAUpRESIDUAL,-160833876666.66666
39.5,30.5,BAUpDIACUT,-58884603333.333336
39.5,31.5,BAUpDIACUT,-15257824333.333334
39.5,32.5,BAUnTHININT,-3989797733.3333335
40.5,-9.5,,inf
40.5,-8.5,BAUpDIACUT,-300973716666.6667
40.5,-7.5,BAUpRESIDUAL,-302700020000.0
40.5,-6.5,BAUpRESIDUAL,-133128154666.66667
40.5,-5.5,BAUpRESIDUAL,-87154010333.33333
40.5,-4.5,FM5pDIACUT,-115707686666.66667
40.5,-3.5,FM5pDIACUT,-56494646666.666664
40.5,-2.5,FM5pDIACUT,-132714554666.66667
40.5,-1.5,FM5pDIACUT,-171253190000.0
40.5,-0.5,FM5pDIACUT,-221884143333.33334
40.5,0.5,FM5pDIACUT,-243694950000.0
40.5,1.5,,inf
40.5,2.5,,inf
40.5,3.5,,inf
40.5,4.5,,inf
40.5,5.5,,inf
40.5,6.5,,inf
40.5,7.5,,inf
40.5,8.5,BAUpRESIDUAL,-70263847666.66667
40.5,9.5,BAUpRESIDUAL,-176564623333.33334
40.5,10.5,,inf
40.5,11.5,,inf
40.5,12.5,,inf
40.5,13.5,,inf
40.5,14.5,,inf
40.5,15.5,FM5pRESIDUAL,-146889976666.66666
40.5,16.5,BAUpDIACUT,-83293055000.0
40.5,17.5,,inf
40.5,18.5,,inf
40.5,19.5,FM5pRESIDUAL,-85944268333.33333
40.5,20.5,BAUpDIACUT,-187941776666.66666
40.5,21.5,BAUpRESIDUAL,-138378560000.0
40.5,22.5,FM5pRESIDUAL,-75746239666.66667
40.5,23.5,BAUpDIACUT,-104691831333.33333
40.5,24.5,,inf
40.5,25.5,,inf
40.5,26.5,FM5ppRESIDUAL,-91258294666.66667
40.5,27.5,BAUpRESIDUAL,-108666001333.33333
40.5,28.5,,inf
40.5,29.5,BAUpN,-262719390000.0
40.5,30.5,FM5pRESIDUAL,-262868266666.66666
40.5,31.5,BAUpRESIDUAL,-170490980000.0
40.5,32.5,FM5pDIACUT,-95911360000.0
41.5,-9.5,,inf
41.5,-8.5,BAUpDIACUT,-255657066666.66666
41.5,-7.5,BAUpTHININT,-307933520000.0
41.5,-6.5,FM5pDIACUT,-183259380000.0
41.5,-5.5,BAUpDIACUT,-16430071333.333334
41.5,-4.5,FM5pDIACUT,-40599730000.0
41.5,-3.5,FM5pDIACUT,-118359323333.33333
41.5,-2.5,FM5pDIACUT,-107746815000.0
41.5,-1.5,FM5pDIACUT,-105335498666.66667
41.5,-0.5,FM5pDIACUT,-30234931000.0
41.5,0.5,FM5pDIACUT,-134581403333.33333
41.5,1.5,BAUpDIACUT,-181442400000.0
41.5,2.5,,inf
41.5,3.5,,inf
41.5,4.5,,inf
41.5,5.5,,inf
41.5,6.5,,inf
41.5,7.5,,inf
41.5,8.5,,inf
41.5,9.5,,inf
41.5,10.5,,inf
41.5,11.5,,inf
41.5,12.5,,inf
41.5,13.5,BAUpDIACUT,-144484340000.0
41.5,14.5,FM5pDIACUT,-110704064666.66667
41.5,15.5,FM5pRESIDUAL,-38456254000.0
41.5,16.5,,inf
41.5,17.5,,inf
41.5,18.5,,inf
41.5,19.5,BAUppRESIDUAL,-205497706666.66666
41.5,20.5,BAUppRESIDUAL,-204103583333.33334
41.5,21.5,BAUpRESIDUAL,-172285636666.66666
41.5,22.5,BAUppRESIDUAL,-183225030000.0
41.5,23.5,FM5pDIACUT,-108672718000.0
